Identification,OnSaleIndicator,Name,PCAMarketingState.LastMarketedDate,PCAMarketingState.MarketingState,PCAMarketingState.Identification,PCAMarketingState.FirstMarketedDate,PCAMarketingState.FeaturesAndBenefits.MobileWallet.Type,PCAMarketingState.FeaturesAndBenefits.MobileWallet.Notes.0,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Identification,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Description,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Textual,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Indicator,PCAMarketingState.FeaturesAndBenefits.Card.Type,PCAMarketingState.FeaturesAndBenefits.Card.Scheme,PCAMarketingState.FeaturesAndBenefits.Card.ContactlessIndicator,PCAMarketingState.Eligibility.CreditCheck.ScoringType,PCAMarketingState.Eligibility.ResidencyEligibility.ResidencyType,PCAMarketingState.Eligibility.ResidencyEligibility.ResidencyIncluded.0,PCAMarketingState.Eligibility.ResidencyEligibility.OtherResidencyType.Description,PCAMarketingState.Eligibility.ResidencyEligibility.OtherResidencyType.Name,PCAMarketingState.Eligibility.ResidencyEligibility.Notes.0,PCAMarketingState.OtherFeesCharges.FeeChargeCap.MinMaxType,PCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeCapAmount,PCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeType.0,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.ApplicationFrequency,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeType,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.CalculationFrequency,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeCategory,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeAmount,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.0,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.1,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeRate,PCAMarketingState.CoreProduct.ProductDescription,PCAMarketingState.CoreProduct.ProductURL,PCAMarketingState.CoreProduct.TcsAndCsURL,PCAMarketingState.CoreProduct.MonthlyMaximumCharge,PCAMarketingState.CoreProduct.ServicingAccessChannels.0,PCAMarketingState.CoreProduct.ServicingAccessChannels.1,PCAMarketingState.CoreProduct.ServicingAccessChannels.2,PCAMarketingState.CoreProduct.ServicingAccessChannels.3,PCAMarketingState.CoreProduct.ServicingAccessChannels.4,PCAMarketingState.CoreProduct.ServicingAccessChannels.5,PCAMarketingState.CoreProduct.ServicingAccessChannels.6,PCAMarketingState.CoreProduct.SalesAccessChannels.0,PCAMarketingState.CoreProduct.SalesAccessChannels.1,Segment.0,PCAMarketingState.Eligibility.OtherEligibility.Type,PCAMarketingState.Eligibility.OtherEligibility.Textual,PCAMarketingState.Eligibility.OtherEligibility.Indicator,PCAMarketingState.Eligibility.OtherEligibility.Name,PCAMarketingState.Eligibility.OtherEligibility.Notes.0,PCAMarketingState.CoreProduct.ServicingAccessChannels.7,PCAMarketingState.CoreProduct.SalesAccessChannels.2,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.OtherType.Description,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.OtherType.Name,PCAMarketingState.Eligibility.OtherEligibility.Amount,PCAMarketingState.Eligibility.OtherEligibility.Period,PCAMarketingState.Eligibility.OtherEligibility.OtherType.Description,PCAMarketingState.Eligibility.OtherEligibility.OtherType.Name,PCAMarketingState.Eligibility.AgeEligibility.MinimumAge,PCAMarketingState.Eligibility.AgeEligibility.Notes.0,PCAMarketingState.CoreProduct.SalesAccessChannels.3,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Textual,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Identification,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Name,PCAMarketingState.Notes.0,PCAMarketingState.Notes.1,PCAMarketingState.PredecessorID,PCAMarketingState.StateTenurePeriod,PCAMarketingState.StateTenureLength,PCAMarketingState.CreditInterest.TierBandSet.Destination,PCAMarketingState.CreditInterest.TierBandSet.TierBandMethod,PCAMarketingState.CreditInterest.TierBandSet.TierBand.TierValueMinimum,PCAMarketingState.CreditInterest.TierBandSet.TierBand.FixedVariableInterestRateType,PCAMarketingState.CreditInterest.TierBandSet.TierBand.ApplicationFrequency,PCAMarketingState.CreditInterest.TierBandSet.TierBand.CalculationFrequency,PCAMarketingState.CreditInterest.TierBandSet.TierBand.AER
"ZM",false,"Select Silver Account (Credit Restricted)","2014-01-31","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","5","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Up to and including £100 - £5\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZM",false,"Select Silver Account (Credit Restricted)","2014-01-31","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","10","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £100.01 to £5,000 - £10\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZM",false,"Select Silver Account (Credit Restricted)","2014-01-31","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","30","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £5,000.01 to £20,000 - £30(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZM",false,"Select Silver Account (Credit Restricted)","2014-01-31","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","60","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Above £20,000 - £60\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZM",false,"Select Silver Account (Credit Restricted)","2014-01-31","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","23","Charge - Payment delivery","Urgent International Payment: Outwards Euro Payment made via Branch, Post/Fax, Telephone £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZM",false,"Select Silver Account (Credit Restricted)","2014-01-31","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Payment in any currency made via Mobile Banking/Online Banking £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZM",false,"Select Silver Account (Credit Restricted)","2014-01-31","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","15","Charge - Payment delivery","Urgent International Payment: Outward Payment in any currency made via Online Banking/Mobile Banking £15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZM",false,"Select Silver Account (Credit Restricted)","2014-01-31","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","0","Charge - Payment delivery","International Payment - Inwards Euro Payment of any Value: £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZM",false,"Select Silver Account (Credit Restricted)","2014-01-31","Regular","1","2011-07-04",,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,,,,,,,,,"An current account that reflects your lifestyle with:\n\n- European travel insurance\n- Mobile phone insurance\n- tastecard™\n- Ticket Booking service\n\nAlso has an additional service which stop you going over your balance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,"ApplePay","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,"MobileBankingApp","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,"Other","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,"PayM","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"Other","125111","CardScheme",,,,"MasterCard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"Cashback","125114","Cashback",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125115","OverdraftAvailable",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125116","PackagedAccountBenefits",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125104","RegularFee",,,,"None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125117","SetOffArrangement",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"Rewards","125118","Rewards",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125119","ChequeBookAvailable",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125120","CreditInterestRatePayable",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"Other","125105","Currency",,,,"GBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountOpeningOrSwitching Incentive","125121","CurrentAccountSwitchService",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125122","DebitCard",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125123","DirectDebits",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125106","ElectronicPayments",,,,"BACS; Faster Payments; Domestic Payments; International Payments; CHAPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125124","InstantAccess",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125107","JointAccountAvailability",,,,"Sole and Joint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"Other","125108","NegotiableTariffOptions",,,,"N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125109","PaymentClearingSystemSupported",,,,"BACS; CHAPS; International systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125125","QuickDepositsServiceAvailability",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125126","StandingOrderAvailability",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125127","TextAlerts",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125128","TransfersAllowed",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125129","DigitalServices",,,,"Online Banking, Mobile App, Apple Pay, Android Pay, PayM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,"AccountManagement","125130","AutoTransfers",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)",,,,,,,,,,,,,,,"DebitCard","MasterCard",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,"Minimum","3","ServiceCOther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,"Maximum","50","ServiceCOther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayTransNonSterling","PerTransaction","Transaction",,"Fee - Non-sterling transaction","2.75% Non-Sterling Transaction Fee on foreign currency withdrawal (UK cash machines), and \ncash withdrawals or buying currency/travellers cheques outside the UK. Also applies to payments made in a foreign currency inside or outside the UK. Customers with Black, Reward Black, Reward Platinum and Reward Silver debit cards will not be charged this fee on point of sale transactions.","2.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerItem","ReportStatementCopy1","PerItem","Report","3","Charge - Duplicate statement","Copy statements £3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerItem","DraftsBankers","PerItem","BankersDrafts","20","Fee - Bankers draft issuance","UK Bankers Draft £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","CHAPSOutInterBranch","PerTransaction","PaymentScheme","21","Fee - CHAPS (between RBS branches)","CHAPS payment (within NatWest) £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","CHAPSOutInterBank","PerTransaction","PaymentScheme","23","Fee - CHAPS (between Banks)","CHAPS payment (to another bank) £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerItem","ReportReference","PerItem","Report","10","Fee","Banker’s Reference £10 each request",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ServiceCOther","PerTransaction","Cheque",,"Fee","Sterling Travellers cheques 1% of value (min £3, max £50)","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","22","Charge - Payment delivery","Standard International Payment: Outwards Non-Euro Payment made via Branch, Post/Fax, Telephone £22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","30","Charge - Payment delivery","Urgent International Payment: Outward non-Euro Payment made via Branch, Post/Fax, Telephone £30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","8.50","Charge - Payment delivery","International Payment Outward Payment Agents’ Charges £8.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","12.50","Charge - Payment delivery","International Payment: Outward Payment Agents Charge £12.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Euro Payment made via Branch, Post/Fax, Telephony £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","8","Charge","Foreign Drafts - Up to and including £100: £8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","20","Charge","Foreign Drafts - Over £100: £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","1","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Up to and including £100: £1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","7","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Over £100: £7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","5","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Up to and including £100 - £5\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","10","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £100.01 to £5,000 - £10\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","30","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £5,000.01 to £20,000 - £30(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","60","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Above £20,000 - £60\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","23","Charge - Payment delivery","Urgent International Payment: Outwards Euro Payment made via Branch, Post/Fax, Telephone £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Payment in any currency made via Mobile Banking/Online Banking £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","15","Charge - Payment delivery","Urgent International Payment: Outward Payment in any currency made via Online Banking/Mobile Banking £15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","0","Charge - Payment delivery","International Payment - Inwards Euro Payment of any Value: £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZH",false,"Select Account (Credit Restricted)","2014-01-28","Regular","1","2011-07-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A bank account with added control to stop you incurring additional fees and charge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17",true,"Student Account",,,,,"ApplePay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17",true,"Student Account",,,,,"MobileBankingApp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17",true,"Student Account",,,,,"Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17",true,"Student Account",,,,,"PayM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17",true,"Student Account",,,,,"GooglePay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17",true,"Student Account",,,,,,,"OverdraftControl","17483","Preferred Arranged Overdraft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17",true,"Student Account",,,,,,,"AccountOpeningOrSwitching Incentive","17485","Cash Offer","StudentsOnly","To be eligible for £80 cash plus the student account must be opened between the 4th of July 2022 and the 31st of October 2022.\n\nStudents must:\n\nRegister for online banking or mobile app within 30 days of opening their account\nGo paperless for statements within 30 days of opening their account\n\nCash will be paid into their student account within 10 working days of meeting the eligibility criteria above.","2022 Student Campaign",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17",true,"Student Account",,,,,,,"Other","126545","CardScheme",,,,"MasterCard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
