Identification,OnSaleIndicator,Name,PCAMarketingState.LastMarketedDate,PCAMarketingState.MarketingState,PCAMarketingState.Identification,PCAMarketingState.FirstMarketedDate,PCAMarketingState.FeaturesAndBenefits.MobileWallet.Type,PCAMarketingState.FeaturesAndBenefits.MobileWallet.Notes.0,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Identification,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Description,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Textual,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Indicator,PCAMarketingState.FeaturesAndBenefits.Card.Type,PCAMarketingState.FeaturesAndBenefits.Card.Scheme,PCAMarketingState.FeaturesAndBenefits.Card.ContactlessIndicator,PCAMarketingState.Eligibility.CreditCheck.ScoringType,PCAMarketingState.Eligibility.ResidencyEligibility.ResidencyType,PCAMarketingState.Eligibility.ResidencyEligibility.ResidencyIncluded.0,PCAMarketingState.Eligibility.ResidencyEligibility.OtherResidencyType.Description,PCAMarketingState.Eligibility.ResidencyEligibility.OtherResidencyType.Name,PCAMarketingState.Eligibility.ResidencyEligibility.Notes.0,PCAMarketingState.OtherFeesCharges.FeeChargeCap.MinMaxType,PCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeCapAmount,PCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeType.0,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.ApplicationFrequency,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeType,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.CalculationFrequency,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeCategory,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeAmount,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.0,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.1,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeRate,PCAMarketingState.CoreProduct.ProductDescription,PCAMarketingState.CoreProduct.ProductURL,PCAMarketingState.CoreProduct.TcsAndCsURL,PCAMarketingState.CoreProduct.MonthlyMaximumCharge,PCAMarketingState.CoreProduct.ServicingAccessChannels.0,PCAMarketingState.CoreProduct.ServicingAccessChannels.1,PCAMarketingState.CoreProduct.ServicingAccessChannels.2,PCAMarketingState.CoreProduct.ServicingAccessChannels.3,PCAMarketingState.CoreProduct.ServicingAccessChannels.4,PCAMarketingState.CoreProduct.ServicingAccessChannels.5,PCAMarketingState.CoreProduct.ServicingAccessChannels.6,PCAMarketingState.CoreProduct.SalesAccessChannels.0,PCAMarketingState.CoreProduct.SalesAccessChannels.1,Segment.0,PCAMarketingState.Eligibility.OtherEligibility.Type,PCAMarketingState.Eligibility.OtherEligibility.Textual,PCAMarketingState.Eligibility.OtherEligibility.Indicator,PCAMarketingState.Eligibility.OtherEligibility.Name,PCAMarketingState.Eligibility.OtherEligibility.Notes.0,PCAMarketingState.CoreProduct.ServicingAccessChannels.7,PCAMarketingState.CoreProduct.SalesAccessChannels.2,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.OtherType.Description,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.OtherType.Name,PCAMarketingState.Eligibility.OtherEligibility.Amount,PCAMarketingState.Eligibility.OtherEligibility.Period,PCAMarketingState.Eligibility.OtherEligibility.OtherType.Description,PCAMarketingState.Eligibility.OtherEligibility.OtherType.Name,PCAMarketingState.Eligibility.AgeEligibility.MinimumAge,PCAMarketingState.Eligibility.AgeEligibility.Notes.0,PCAMarketingState.CoreProduct.SalesAccessChannels.3,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Textual,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Identification,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Name,PCAMarketingState.Notes.0,PCAMarketingState.Notes.1,PCAMarketingState.PredecessorID,PCAMarketingState.StateTenurePeriod,PCAMarketingState.StateTenureLength,PCAMarketingState.CreditInterest.TierBandSet.Destination,PCAMarketingState.CreditInterest.TierBandSet.TierBandMethod,PCAMarketingState.CreditInterest.TierBandSet.TierBand.TierValueMinimum,PCAMarketingState.CreditInterest.TierBandSet.TierBand.FixedVariableInterestRateType,PCAMarketingState.CreditInterest.TierBandSet.TierBand.ApplicationFrequency,PCAMarketingState.CreditInterest.TierBandSet.TierBand.CalculationFrequency,PCAMarketingState.CreditInterest.TierBandSet.TierBand.AER
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","20","Charge","Foreign Drafts - Over £100: £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","1","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Up to and including £100: £1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","7","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Over £100: £7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","5","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Up to and including £100 - £5\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","10","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £100.01 to £5,000 - £10\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","30","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £5,000.01 to £20,000 - £30(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","60","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Above £20,000 - £60\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","23","Charge - Payment delivery","Urgent International Payment: Outwards Euro Payment made via Branch, Post/Fax, Telephone £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Payment in any currency made via Mobile Banking/Online Banking £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","15","Charge - Payment delivery","Urgent International Payment: Outward Payment in any currency made via Online Banking/Mobile Banking £15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","0","Charge - Payment delivery","International Payment - Inwards Euro Payment of any Value: £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QF",true,"Foundation","2099-12-31","Regular","1","2015-11-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An everyday fee free account with no overdraft facility.\n\nBank anywhere with our mobile app, 24-hour telephony banking and online banking, Text alerts","http://personal.natwest.com/personal/current-accounts/manage/foundation.html","http://personal.natwest.com/personal/current-accounts/terms-and-conditions.html","0","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","Text","Branch","Online",,,,,,,,"CallCentre",,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,"ApplePay","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,"MobileBankingApp","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,"Other","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,"PayM","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"Rewards","15771","Rewards on Household Bills (Direct Debits)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"Rewards","15772","Rewards on Household Bills (Direct Debits)","MinimumDeposit","To keep earning Rewards on eligible household bills, remember to pay a minimum of £1,500 into any personal current account(s) you have with us (as long as it’s not a Foundation, Basic or mortgage current account) every calendar month.  \n\nThe £1,500 minimum can’t be transferred from another Royal Bank or NatWest current account or savings account that you hold with us.","Minimum Credit Turnover",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"Cashback","15773","Rewards on Eligible Direct Debits and Mobile Login","MinimumDeposit","To keep earning Rewards, remember to pay a minimum of £1,250 into any personal current account(s) you have with us (as long as it’s not a Foundation, Basic or mortgage current account) every calendar month.  \n\nThe £1,250 minimum can’t be transferred from another Royal Bank or NatWest current account or savings account that you hold with us.","Minimum Account Turnover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"Other","116537","CardScheme",,,,"MasterCard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"Cashback","116547","Cashback",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116548","OverdraftAvailable",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116549","PackagedAccountBenefits",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116538","RegularFee",,,,"Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116550","SetOffArrangement",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"Rewards","116551","Rewards",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116552","ChequeBookAvailable",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116553","CreditInterestRatePayable",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"Other","116539","Currency",,,,"GBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountOpeningOrSwitching Incentive","116554","CurrentAccountSwitchService",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116555","DebitCard",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116556","DirectDebits",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116540","ElectronicPayments",,,,"BACS; Faster Payments; Domestic Payments; International Payments; CHAPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116557","InstantAccess",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116541","JointAccountAvailability",,,,"Sole and Joint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"Other","116542","NegotiableTariffOptions",,,,"N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116543","PaymentClearingSystemSupported",,,,"BACS; CHAPS; International systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116558","QuickDepositsServiceAvailability",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116559","StandingOrderAvailability",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116560","TextAlerts",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116561","TransfersAllowed",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116562","DigitalServices",,,,"Online Banking, Moblie App, Apple Pay, Android Pay, PayM,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,"AccountManagement","116563","AutoTransfers",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,,,,,,,,,"DebitCard","MasterCard",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,,,,,,,,,,,,"Hard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","This account is for our Premier Banking customers.",true,"Premier Banking customers only","This account is for our Premier Banking customers.",,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward",,,,,,,,,,,,,,,,,,"Hard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other",".",,"Account Turnover","To earn Rewards, you’ll need to pay at least £1,250 into any personal current account(s) you have with us (as long as it’s not a Foundation, Basic or current account mortgage product) every calendar month.  The £1,250 can’t be transferred from another current account or savings account that you have with us.  Otherwise, we may convert your Premier Reward account to a Premier Select account",,,,,"1250.0","Month","Minimum Turnover","Minimum Turnover",18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,"Minimum","3","ServiceCOther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,"Maximum","50","ServiceCOther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"Monthly","ServiceCAccountFee","StatementMonthly","Servicing","2","Fee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayTransNonSterling","PerTransaction","Transaction",,"Fee - Non-sterling transaction","2.75% Non-Sterling Transaction Fee on foreign currency withdrawal (UK cash machines), and \ncash withdrawals or buying currency/travellers cheques outside the UK. Also applies to payments made in a foreign currency inside or outside the UK. Customers with Black, Reward Black, Reward Platinum and Reward Silver debit cards will not be charged this fee on point of sale transactions.","2.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerItem","ReportStatementCopy1","PerItem","Report","3","Charge - Duplicate statement","Copy statements £3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerItem","DraftsBankers","PerItem","BankersDrafts","20","Fee - Bankers draft issuance","UK Bankers Draft £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","CHAPSOutInterBranch","PerTransaction","PaymentScheme","21","Fee - CHAPS (between RBS branches)","CHAPS payment (within NatWest) £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","CHAPSOutInterBank","PerTransaction","PaymentScheme","23","Fee - CHAPS (between Banks)","CHAPS payment (to another bank) £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerItem","ReportReference","PerItem","Report","10","Fee","Banker’s Reference £10 each request",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ServiceCOther","PerTransaction","Cheque",,"Fee","Sterling Travellers cheques 1% of value (min £3, max £50)","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","22","Charge - Payment delivery","Standard International Payment: Outwards Non-Euro Payment made via Branch, Post/Fax, Telephone £22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","30","Charge - Payment delivery","Urgent International Payment: Outward non-Euro Payment made via Branch, Post/Fax, Telephone £30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","8.50","Charge - Payment delivery","International Payment Outward Payment Agents’ Charges £8.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","12.50","Charge - Payment delivery","International Payment: Outward Payment Agents Charge £12.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Euro Payment made via Branch, Post/Fax, Telephony £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","8","Charge","Foreign Drafts - Up to and including £100: £8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","20","Charge","Foreign Drafts - Over £100: £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","1","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Up to and including £100: £1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","7","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Over £100: £7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","5","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Up to and including £100 - £5\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","10","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £100.01 to £5,000 - £10\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","30","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £5,000.01 to £20,000 - £30(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","60","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Above £20,000 - £60\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
"QB",true,"Premier Reward","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","23","Charge - Payment delivery","Urgent International Payment: Outwards Euro Payment made via Branch, Post/Fax, Telephone £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years old to be eligible for the current account",,,,,,,,,,,,,,,,,,,
